Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Low SDI,2012,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",496.90329793767626,444.60469424530294,549.8819235124333
Low SDI,2013,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",483.54536802152114,433.52019864952644,533.8039342011782
Low SDI,2014,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",486.86885161548787,431.9167209648053,538.6722032794137
Low SDI,2015,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",486.0628019266795,430.5692364805978,538.2826261980555
Low SDI,2016,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",477.75236465194746,427.38251828303424,525.6776527010718
Low SDI,2017,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",466.96639452486596,413.20829507240575,518.8089197447919
Low SDI,2018,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",466.28287144547477,409.2518487370689,521.5499543602846
Low SDI,2019,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",460.4541964617777,407.36431596612675,515.2660078190447
Low SDI,2020,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",451.5136216340034,394.71630987527766,503.5251428880424
Low SDI,2021,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",442.75371270090756,391.512438637665,496.91951933973826
Low-middle SDI,1990,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",595.7858214181634,539.1956935456219,643.4012675738812
Low-middle SDI,1991,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",590.6114770145713,536.3412408509256,638.7210201341089
Low-middle SDI,1992,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",590.2807602724758,535.3480181117018,632.7931624381972
Low-middle SDI,1993,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",587.2239719286797,534.0246794724214,631.8178778045049
Low-middle SDI,1994,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",586.4174632616497,531.7578027516853,626.4951252220391
Low-middle SDI,1995,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",584.1102131957518,535.7497370017433,624.3427858201246
Low-middle SDI,1996,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",584.8183114036337,533.5098582675664,627.2643358758983
Low-middle SDI,1997,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",590.1804064472225,539.8123838559223,627.9293065432536
Low-middle SDI,1998,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",588.7824938919487,541.2856920977778,628.1050539805202
Low-middle SDI,1999,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",572.1514577251721,522.3642141044468,608.5680024894095
Low-middle SDI,2000,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",561.5548874491662,517.6433987696346,596.8403069367058
Low-middle SDI,2001,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",558.8658435749321,515.0372625725105,591.579905833388
Low-middle SDI,2002,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",552.7278541406909,514.1084287728492,588.2291125633209
Low-middle SDI,2003,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",540.813732158146,503.50885627371827,571.3065491423266
Low-middle SDI,2004,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",521.4375521987889,484.10467234744146,555.4586886614667
Low-middle SDI,2005,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",514.5748308769582,476.1846628755842,545.6410504453029
Low-middle SDI,2006,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",513.0586884879947,478.2015386436042,541.6938533655492
Low-middle SDI,2007,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",507.46812066469244,473.1156678690547,536.3518915789972
Low-middle SDI,2008,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",498.52655574577926,465.078739376664,523.043904970912
Low-middle SDI,2009,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",490.9697400478982,456.1311373729069,518.320132607096
Low-middle SDI,2010,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",488.75614567799954,457.7065396071722,516.3129318063535
Low-middle SDI,2011,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",487.76970447299493,454.9157832385574,514.861820473458
Low-middle SDI,2012,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",493.8944008999348,461.1361397592619,522.6329481485195
Low-middle SDI,2013,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",484.2015994977044,451.28580115668933,514.0372676008224
Low-middle SDI,2014,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",478.8855798648153,448.8621056105843,507.6209559318529
Low-middle SDI,2015,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",487.54505701910057,452.272616287363,519.0071739864067
Low-middle SDI,2016,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",488.60757235741727,454.7706571955629,524.2561879586133
Low-middle SDI,2017,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",478.9172116624424,443.9838124922873,511.3121264279346
Low-middle SDI,2018,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",482.1442534045914,451.5295251028766,516.927594457923
Low-middle SDI,2019,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",475.83571743300257,440.26637814107534,513.3834696227856
Low-middle SDI,2020,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",464.567507923964,427.4526529193253,505.17959819664355
Low-middle SDI,2021,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",453.1472126215289,413.6445568299362,494.8514748358676
Middle SDI,1990,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",521.133949022312,474.0726456231515,575.6068802868133
Middle SDI,1991,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",512.6040050077733,468.70631242945956,564.4736629909258
Middle SDI,1992,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",508.6996874053274,467.46711720988907,557.8121549935097
Middle SDI,1993,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",500.3974177359365,462.4067726584932,546.299651246591
Middle SDI,1994,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",493.01054851851416,457.6386591904586,529.026330101009
Middle SDI,1995,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",482.4506747806675,452.46164320604737,517.6668257591275
Middle SDI,1996,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",472.94848479592696,443.7076769244246,508.46152003535286
Middle SDI,1997,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",462.071538789784,437.229811158785,493.90096033770266
Middle SDI,1998,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",453.91542642305836,428.90654847915505,481.9819157776668
Middle SDI,1999,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",442.3621822691974,418.4155857383107,467.7819502065482
Middle SDI,2000,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",435.2954000159709,413.0940240326977,464.73886503856755
Middle SDI,2001,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",423.49737997577455,400.30165189259856,449.41693939202577
Middle SDI,2002,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",414.7620330143099,393.1009014656086,439.19659934998884
Middle SDI,2003,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",404.18550804590325,382.26169529887403,428.2294553355481
Middle SDI,2004,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",390.8778475579616,369.9577654005259,414.4351146805762
Middle SDI,2005,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",374.70284736559927,356.0922402607565,395.82176950664825
Middle SDI,2006,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",357.06080191356955,337.9405768956711,375.08540639365197
Middle SDI,2007,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",343.69731117909515,326.2293120882409,362.499903433259
Middle SDI,2008,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",335.01464502878775,317.25114104409784,353.78968917697085
Middle SDI,2009,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",327.6367613848619,309.99404665954967,346.76277517462694
Middle SDI,2010,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",321.33242712237563,304.5332825264435,339.263173677276
Middle SDI,2011,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",315.8915957565375,299.2759969695215,334.1761607919554
Middle SDI,2012,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",310.2951093057418,292.4960605689658,329.2138525287366
Middle SDI,2013,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",303.3872624733621,284.73172488253135,323.2319664278721
Middle SDI,2014,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",297.34178299922246,277.87950715046725,315.5225466626747
Middle SDI,2015,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",295.43862355756676,276.0564166279237,316.6569726313928
Middle SDI,2016,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",293.88159224923106,273.40190491338103,315.1666511410986
Middle SDI,2017,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",290.9476733757782,269.38882669471604,316.2325332910378
Middle SDI,2018,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",291.6215148351418,270.54732396199955,316.98143623657444
Middle SDI,2019,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",289.3206392957359,264.1057026338956,317.71629571820677
Middle SDI,2020,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",287.04260394160207,261.1834846769725,316.79331793194666
Middle SDI,2021,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",284.7629506882647,258.73794007542256,312.1598219213274
High-middle SDI,1990,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",460.2303273373308,430.8785281120298,491.3082691128493
High-middle SDI,1991,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",465.1388883366508,440.6889862435313,494.21854528345756
High-middle SDI,1992,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",477.12913354534743,449.8578961421089,504.70540865646836
High-middle SDI,1993,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",514.9761366965307,491.1867891587737,540.1891354639055
High-middle SDI,1994,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",535.2430258408745,511.59745848175316,559.3631393196392
High-middle SDI,1995,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",526.5917902020784,505.8310707304471,550.2720393892537
High-middle SDI,1996,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",506.89912444741964,487.40680974574434,530.3056824277251
High-middle SDI,1997,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",484.5162621704477,464.3428206627125,505.66398522419854
High-middle SDI,1998,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",464.9393521843878,444.83292456248705,486.04445157988846
High-middle SDI,1999,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",464.4067368062872,444.58803758199275,483.6080405594834
High-middle SDI,2000,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",458.2529827332246,438.7909832049807,478.8280561084653
High-middle SDI,2001,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",449.37719782336734,430.00476429232975,469.92931564128935
High-middle SDI,2002,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",445.9693798157138,428.63655223820115,463.76603711497324
High-middle SDI,2003,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",442.476570984328,423.64402525790007,462.4090133280217
High-middle SDI,2004,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",428.15470296968647,411.1386456098878,445.96119506837664
High-middle SDI,2005,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",420.25956856706324,405.235054322493,435.3805130988207
High-middle SDI,2006,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",384.9315639770663,369.59326627871246,399.55628618336084
High-middle SDI,2007,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",358.91354812648075,344.6796026886417,375.80538919317024
High-middle SDI,2008,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",339.44393483596235,324.1894247252451,355.4110303805158
High-middle SDI,2009,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",316.4065273155492,302.75140218400577,332.12777299127265
High-middle SDI,2010,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",301.1628612686109,286.14264815307484,316.902828988389
High-middle SDI,2011,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",283.42210977833633,267.92569985438234,299.91791833008034
High-middle SDI,2012,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",270.88686017369184,255.6443100787993,288.5660396570457
High-middle SDI,2013,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",261.0868885934354,244.91215663816988,278.3747825701527
High-middle SDI,2014,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",255.43888356403198,238.19061577153525,272.13815666164754
High-middle SDI,2015,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",251.23491420659818,233.99289191951004,269.16318243250146
High-middle SDI,2016,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",247.05190823357145,230.06736074856434,266.0075767816565
High-middle SDI,2017,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",239.50552549292576,221.57659501998995,259.78065327533517
High-middle SDI,2018,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",238.21473926069336,217.53885878588466,260.59610149330996
High-middle SDI,2019,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",233.59456604294505,210.60113561349644,259.07250842550457
High-middle SDI,2020,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",228.43686700561895,205.01042385619445,256.701605201089
High-middle SDI,2021,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",229.40347413717654,206.2205906500283,258.33685783530285
High SDI,1990,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",260.03759058738524,251.37965057810746,265.92363922684655
High SDI,1991,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",251.82119481401182,243.2365416908405,257.1685497337217
High SDI,1992,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",241.86547395513549,233.03137222850503,247.0547878911151
High SDI,1993,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",234.97802926063133,226.7630110479092,240.3476757354226
High SDI,1994,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",226.77052144488536,219.0891883062855,231.51355472538592
High SDI,1995,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",220.08351674663888,212.53020336554712,224.94695621299434
High SDI,1996,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",210.69292850848458,203.52623875433147,215.11824269045596
High SDI,1997,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",200.19853601102548,193.3058144543365,204.49283817771777
High SDI,1998,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",190.48063800199998,183.112332115245,194.5413880363565
High SDI,1999,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",182.6066314701705,175.6462753534748,186.83931907795787
High SDI,2000,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",172.02499744541143,165.67928173508258,175.83652913790868
High SDI,2001,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",163.94037703414574,157.77300538475836,167.154033854822
High SDI,2002,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",156.82299024257418,150.80798069036447,160.07335419280344
High SDI,2003,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",150.42867757731102,144.44264252963364,153.8031630000654
High SDI,2004,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",142.60014652146842,136.98238354966787,145.7609848305272
High SDI,2005,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",137.109545416003,131.65292976231606,140.08134632117049
High SDI,2006,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",130.52075929702562,125.42226629804279,133.40788961836796
High SDI,2007,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",124.82509332655437,119.73609673663383,127.62849181850349
High SDI,2008,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",120.02506154414611,114.73647184773439,122.77942743175556
High SDI,2009,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",115.73982839416107,110.38029426408222,118.5342650999336
High SDI,2010,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",111.87897744366984,106.63728553783734,114.54202641287398
High SDI,2011,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",109.65404106612174,104.9311327838025,112.21159804496617
High SDI,2012,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",107.78827790649973,103.18280807917878,110.5127587306645
High SDI,2013,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",106.3423745021322,101.25959199550515,109.22740579432299
High SDI,2014,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",105.17375144602096,100.61640659808081,107.96599961273195
High SDI,2015,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",105.29683926301101,100.5061928544412,108.10036567928906
High SDI,2016,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",106.07795440837626,101.13682059479655,109.11202060710453
High SDI,2017,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",105.16103364035408,100.27884671885909,108.54418832141944
High SDI,2018,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",104.23248457813587,99.12255346119647,107.5463710779756
High SDI,2019,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",102.70188706370453,97.46519637501767,106.34449836578685
High SDI,2020,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",100.04210521391656,94.74278830438168,103.86335600843815
High SDI,2021,50-69 years,Female,Cardiovascular diseases,"Deaths per 100,000",100.34801872163575,95.17986416259944,104.58508633708217

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from http://vizhub.healthdata.org/gbd-compare. (Accessed 9/29/2024)."
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
