Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Low-middle SDI,2002,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2934.949184682866,2690.2872653845966,3110.3412888738308
Low-middle SDI,2003,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2993.840249279877,2760.8443294805365,3173.342426643856
Low-middle SDI,2004,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3015.2643215648363,2778.7969331624163,3179.3557984466142
Low-middle SDI,2005,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2973.388293316808,2737.346464814367,3145.3630782310247
Low-middle SDI,2006,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2968.909214045473,2752.803896736187,3134.113336072851
Low-middle SDI,2007,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3050.1776170881535,2826.8900222452244,3217.257881180563
Low-middle SDI,2008,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3085.140409144899,2867.2825047625824,3258.2411972397113
Low-middle SDI,2009,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3046.53045759105,2810.2202014327418,3209.8142299380656
Low-middle SDI,2010,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3043.5105576877586,2822.113801461457,3202.470832570605
Low-middle SDI,2011,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3025.496986393817,2797.94805944448,3200.840906409708
Low-middle SDI,2012,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2996.071060505844,2771.048087544959,3171.080899306189
Low-middle SDI,2013,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3107.8115921025337,2876.834535044658,3279.325118680445
Low-middle SDI,2014,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3199.315221188997,2969.2214510180893,3368.4119608223928
Low-middle SDI,2015,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3047.119349351229,2836.222041298393,3212.773562398981
Low-middle SDI,2016,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2986.1946588187234,2775.4713925113447,3157.860695088592
Low-middle SDI,2017,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2993.2491233997584,2801.3402876423033,3153.527904291255
Low-middle SDI,2018,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3027.1981434865784,2823.144685254309,3213.364977986058
Low-middle SDI,2019,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3029.324235624943,2829.992266945088,3207.5790297797093
Low-middle SDI,2020,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3033.4187321234535,2811.315238988569,3244.703365718945
Low-middle SDI,2021,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3013.6330800491014,2787.163572120506,3228.213368706924
Middle SDI,1990,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3547.988694097909,3234.2108422027586,3863.2850522956446
Middle SDI,1991,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3544.826443513774,3229.8633000007444,3804.093188542218
Middle SDI,1992,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3554.9973585336866,3282.60939587996,3819.289660189424
Middle SDI,1993,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3557.8801074818693,3289.730886808057,3782.885310356251
Middle SDI,1994,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3541.1520561956754,3308.4977299167213,3739.9723615569396
Middle SDI,1995,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3545.5414702466173,3306.813618791169,3752.0107378970074
Middle SDI,1996,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3527.483529740445,3307.3684545137367,3745.315251444341
Middle SDI,1997,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3485.1283779569626,3282.0017626963518,3672.121518965452
Middle SDI,1998,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3462.8348817828733,3237.744448064865,3654.5007395605726
Middle SDI,1999,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3418.4438357167523,3184.09795479802,3613.7181850359757
Middle SDI,2000,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3451.065052507382,3239.0788966647815,3633.914795779666
Middle SDI,2001,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3482.5215960013074,3262.005730364628,3679.1396884798855
Middle SDI,2002,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3477.03507842717,3264.5406186448567,3663.335912039966
Middle SDI,2003,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3548.830728124266,3345.657619976857,3723.132809319606
Middle SDI,2004,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3588.1902595151428,3382.5708609932476,3775.2469514377785
Middle SDI,2005,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3548.843579659573,3352.504808299357,3705.302992117781
Middle SDI,2006,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3379.4709657024137,3186.101584042342,3542.0314540114537
Middle SDI,2007,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3357.5874543796263,3145.427045563677,3531.9219081287392
Middle SDI,2008,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3424.2812497716013,3211.066417699287,3610.6548512264317
Middle SDI,2009,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3483.2583599954482,3271.6452188166427,3676.035925056188
Middle SDI,2010,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3531.278896094048,3298.537604733819,3715.460119062658
Middle SDI,2011,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3509.339356808156,3276.0558946445244,3726.2869140661505
Middle SDI,2012,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3474.6495823490554,3242.815292557088,3710.2762633030784
Middle SDI,2013,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3497.779495239984,3257.699757500286,3712.9484752223207
Middle SDI,2014,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3489.621774219522,3226.399408885761,3749.3936799408657
Middle SDI,2015,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3450.22333379274,3191.879303070166,3718.197989996319
Middle SDI,2016,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3425.8681185024093,3110.828131747817,3725.8838620310416
Middle SDI,2017,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3360.4443917582985,3063.9635075082597,3696.0110340763276
Middle SDI,2018,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3314.7377089091683,2986.5823358530715,3667.3176667449416
Middle SDI,2019,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3282.1365715754177,2926.6095061622505,3665.9136643983134
Middle SDI,2020,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3280.349984931687,2890.4285964944843,3623.0627081581756
Middle SDI,2021,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3255.065970116059,2921.056520515591,3621.523944272833
High-middle SDI,1990,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4666.0646303605445,4388.386261204052,4883.0252028087725
High-middle SDI,1991,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4628.407357563542,4358.207671003133,4834.421743644483
High-middle SDI,1992,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4633.759506825021,4375.0535758598535,4846.29484324738
High-middle SDI,1993,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4714.644090969341,4429.956417560052,4904.692294484074
High-middle SDI,1994,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4691.839785060646,4451.923629326146,4878.881380476435
High-middle SDI,1995,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4609.019656942822,4360.2389459792175,4796.340230448714
High-middle SDI,1996,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4487.430561848745,4264.513483724565,4670.720235897942
High-middle SDI,1997,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4372.705406100355,4148.424474232026,4537.508483392096
High-middle SDI,1998,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4306.204440536561,4067.7069473693027,4487.814854440761
High-middle SDI,1999,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4322.9387244190475,4094.397866810904,4488.527137990719
High-middle SDI,2000,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4352.281293633792,4148.587528517967,4514.071066382255
High-middle SDI,2001,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4345.91086334417,4123.403192879916,4516.255576061559
High-middle SDI,2002,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4382.877360017768,4181.350331343762,4548.767659540085
High-middle SDI,2003,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4440.924391760289,4209.357204127388,4614.151556348682
High-middle SDI,2004,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4393.134847627893,4154.293756785784,4569.322075045478
High-middle SDI,2005,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4380.355728199663,4147.019076523675,4544.445447289937
High-middle SDI,2006,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4164.072231859059,3930.97384475862,4324.21937324977
High-middle SDI,2007,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4087.5277848013357,3868.646818424447,4245.854247656314
High-middle SDI,2008,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4064.450086057567,3807.6882756371765,4249.203647330426
High-middle SDI,2009,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4025.156715484408,3783.228202963678,4193.721861888191
High-middle SDI,2010,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",4047.0959880251157,3806.7021782859742,4242.0976594058
High-middle SDI,2011,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3946.9213586420706,3730.963896604001,4149.9744805795835
High-middle SDI,2012,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3901.891239270095,3667.0052402108813,4131.973329087328
High-middle SDI,2013,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3848.479787202308,3583.554923694352,4069.6486033546657
High-middle SDI,2014,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3802.516353585806,3536.988590115243,4057.7111940285063
High-middle SDI,2015,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3756.4607870921864,3462.4795050729526,4013.1677403123076
High-middle SDI,2016,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3711.527888783438,3395.9069406492245,4006.8679728216025
High-middle SDI,2017,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3614.2641893306327,3289.1820200002835,3938.9430136915803
High-middle SDI,2018,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3544.7393770298145,3208.077210352367,3865.2951159796125
High-middle SDI,2019,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3468.6828897352216,3119.2170830914074,3859.591493019113
High-middle SDI,2020,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3421.956994313018,3071.7897335656894,3767.8442523199974
High-middle SDI,2021,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3337.271318464422,2966.054630958162,3708.885821303158
High SDI,1990,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3637.6123549460044,3418.4095177071417,3735.3348417543957
High SDI,1991,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3554.821126993024,3332.904380642451,3654.9612954942254
High SDI,1992,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3457.4580536515286,3232.6807485270033,3555.8853903463937
High SDI,1993,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3402.914536251793,3177.1030383384186,3499.5740395835014
High SDI,1994,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3305.3437356476547,3092.014329606754,3401.571148176584
High SDI,1995,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3240.658398686375,3020.591719064257,3335.9524154652895
High SDI,1996,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3132.8632475592553,2909.386506984202,3227.6805676402787
High SDI,1997,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",3021.1212130080744,2805.4538791448717,3113.7086617063055
High SDI,1998,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2941.447614946446,2727.2714447665094,3036.463770492635
High SDI,1999,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2883.6736032111216,2674.541692093983,2974.111072460601
High SDI,2000,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2774.6951688835643,2572.053172434946,2866.5003527329677
High SDI,2001,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2694.8740611791295,2496.0516346198574,2787.628633385058
High SDI,2002,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2632.680544038421,2428.0775892801726,2725.4881275550065
High SDI,2003,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2561.816813338296,2371.0840763219053,2654.658971110704
High SDI,2004,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2443.116194501727,2246.1721903588546,2535.734809497233
High SDI,2005,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2370.2435989759238,2178.7750167527165,2459.614107025464
High SDI,2006,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2279.1152353752545,2086.147014605471,2368.414169384607
High SDI,2007,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2210.409077828145,2018.3753140890035,2299.388800796581
High SDI,2008,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2158.3637950308753,1956.488903576093,2248.5413761579434
High SDI,2009,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2104.115926353139,1917.6696960208287,2192.391837245851
High SDI,2010,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2058.0558962180876,1867.8834898562425,2150.6440657980816
High SDI,2011,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",2009.0923602105868,1827.676608078082,2099.3484700804847
High SDI,2012,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1972.7279470269275,1780.0772159256721,2061.676822775375
High SDI,2013,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1944.6322381939058,1755.4118612052541,2035.7167193481084
High SDI,2014,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1904.106156431522,1714.8916259300227,1998.585431418936
High SDI,2015,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1892.422802486146,1702.5519567691674,1985.0705542497528
High SDI,2016,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1877.7478098184831,1681.0557734532667,1974.6929320437814
High SDI,2017,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1841.036391903489,1648.0848339579388,1939.7751566966833
High SDI,2018,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1796.6494216813626,1595.942370323617,1891.2901623006055
High SDI,2019,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1748.5365044027053,1551.160044970162,1846.7644676615703
High SDI,2020,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1718.8477745554248,1526.3639133960291,1810.534168255792
High SDI,2021,70+ years,Male,Cardiovascular diseases,"Deaths per 100,000",1709.0487898850201,1525.6416203689976,1802.2188541116222

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from http://vizhub.healthdata.org/gbd-compare. (Accessed 9/29/2024)."
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
