Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Middle SDI,1995,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",28.68245111602763,27.124619158044084,30.57813416041321
Middle SDI,1996,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",28.320313661677,26.674388264479987,30.12161376286008
Middle SDI,1997,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",27.974327993842024,26.451304121412544,29.658575006076255
Middle SDI,1998,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",27.754863996097203,26.34203585750952,29.57635866842797
Middle SDI,1999,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",27.35436506923242,25.937687508750322,29.052315523183925
Middle SDI,2000,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",27.01143514075089,25.53720833862787,28.70008614687423
Middle SDI,2001,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.374297245427716,24.990577825901795,27.86918715816026
Middle SDI,2002,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.254097529551277,24.901379375847302,27.71986758922183
Middle SDI,2003,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",25.968812033195004,24.677005448241406,27.482532937965182
Middle SDI,2004,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",25.503027264706347,24.26227094231483,26.995191301335574
Middle SDI,2005,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",24.591101201591027,23.362444683386997,26.044000253499046
Middle SDI,2006,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",24.03358343158913,22.894813316253394,25.382652574034402
Middle SDI,2007,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.729736450119752,22.56906501964917,25.1073119706596
Middle SDI,2008,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.676977704739105,22.483470319121224,25.02759546524045
Middle SDI,2009,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.700026905465855,22.470171382649827,25.147153430807855
Middle SDI,2010,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.728823439226318,22.52136700094144,25.232673251253136
Middle SDI,2011,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.46382220278238,22.24532925091701,24.938026826384334
Middle SDI,2012,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.15175630573278,21.849516658786825,24.79384875270488
Middle SDI,2013,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.117249941800157,21.835520703225086,24.579232896516295
Middle SDI,2014,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",22.728789479964796,21.28398828330847,24.213396783215906
Middle SDI,2015,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",22.326710268448707,20.89408438109508,23.89751113087143
Middle SDI,2016,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",22.345400923720447,20.97141372835563,24.007748392761986
Middle SDI,2017,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",22.04833717527914,20.693049606566095,23.76521761590409
Middle SDI,2018,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",21.80926000692349,20.34309782060783,23.504990928984846
Middle SDI,2019,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",21.672501503053265,20.039429500375537,23.578528335128095
Middle SDI,2020,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",21.614309593936753,19.866355040530774,23.348661445284595
Middle SDI,2021,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",21.636352532911133,19.809405613308442,23.5910012416248
High-middle SDI,1990,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.615473239245322,21.20571666438534,26.31436444815835
High-middle SDI,1991,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.531441066659973,21.52151409314007,25.97586481062495
High-middle SDI,1992,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.958152209284485,21.8057543776293,26.235770249855133
High-middle SDI,1993,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",25.77809250505126,23.83257713551802,27.9045360122033
High-middle SDI,1994,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",27.437392652831143,25.46674949579186,29.324928644170146
High-middle SDI,1995,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",27.53128777916802,25.82571697808307,29.486926245656772
High-middle SDI,1996,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.688265401212377,25.17497038864089,28.40278772187872
High-middle SDI,1997,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",25.771484120161034,24.276948159112433,27.42049579996004
High-middle SDI,1998,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",25.46312755729067,23.962348437434947,27.3340774564588
High-middle SDI,1999,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.209326240427938,24.650573886956334,28.00218228117131
High-middle SDI,2000,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.32242328054837,24.830739084242182,28.01530244768233
High-middle SDI,2001,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.267814986905982,24.875370732246584,27.866519349564452
High-middle SDI,2002,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.410417342638066,25.093568922153747,27.95340302009147
High-middle SDI,2003,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.48910657616554,25.091982267066786,28.100068968939006
High-middle SDI,2004,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.25893881759325,25.051181338691432,27.75495392128284
High-middle SDI,2005,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",26.79848475674069,25.612701682049426,28.164743770911098
High-middle SDI,2006,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",24.99611461166124,23.874944943761836,26.231698957537116
High-middle SDI,2007,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.88536282581457,22.759690419134333,25.314207477938997
High-middle SDI,2008,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",23.42573196297952,22.331203377591546,24.637356922215204
High-middle SDI,2009,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",22.41021231723985,21.25892287073812,23.705459856998257
High-middle SDI,2010,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",21.81566723897633,20.641300344458656,23.13968364505699
High-middle SDI,2011,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",20.469552172756543,19.16859354962225,21.83552587651908
High-middle SDI,2012,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",19.337247234026357,18.140179824725575,20.697455082412937
High-middle SDI,2013,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",18.72777907649524,17.521805553284157,20.08343791722251
High-middle SDI,2014,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",18.278961838182024,17.042745027943216,19.61296458598471
High-middle SDI,2015,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",17.617342398830925,16.256653308568612,19.010360912599978
High-middle SDI,2016,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",17.13731621587433,15.872155694076387,18.60933637704298
High-middle SDI,2017,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",16.708691507956612,15.336326433807242,18.162335657308077
High-middle SDI,2018,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",16.53936333095177,15.131714922180693,18.260522110399478
High-middle SDI,2019,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",16.31870874087984,14.72344895828428,18.17513499279847
High-middle SDI,2020,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",15.881773366656244,14.373289443667314,17.893929118642255
High-middle SDI,2021,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",15.734798257650652,14.206089893934623,17.64827290171021
High SDI,1990,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",14.152856048235888,13.784258780961565,14.54305146188716
High SDI,1991,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",14.162772636987263,13.828353140534807,14.554990487307084
High SDI,1992,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",14.03191811453517,13.695837661089358,14.406402789719921
High SDI,1993,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",14.07928519471938,13.765103882261467,14.438555413379543
High SDI,1994,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",14.051875410647037,13.745890808411511,14.356908218072828
High SDI,1995,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",14.031916306242394,13.753359706427528,14.343202972734161
High SDI,1996,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.996099974903535,13.714317459976401,14.308280852849386
High SDI,1997,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.744734747279521,13.49539633196194,14.057924976199645
High SDI,1998,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.490764886325932,13.21184851796816,13.776568030868315
High SDI,1999,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.490174746410847,13.200333869992718,13.789967783045512
High SDI,2000,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.330784585259762,13.048020592066301,13.626664570175208
High SDI,2001,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.255594832466572,13.002237084396514,13.53527495813169
High SDI,2002,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.186602335629779,12.922480765338994,13.435392962846633
High SDI,2003,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",13.068014802127717,12.812174729292899,13.34107108119719
High SDI,2004,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",12.748820429920373,12.506009863620939,13.01827586741576
High SDI,2005,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",12.563179943892663,12.324313525993542,12.802500329603077
High SDI,2006,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",12.256771884659267,12.023715787903168,12.487844577366474
High SDI,2007,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",11.949891076870367,11.718506918872842,12.19569997033738
High SDI,2008,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",11.70437875794954,11.462364532768545,11.96255860933192
High SDI,2009,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",11.41942279281197,11.168281499946616,11.662721599837864
High SDI,2010,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",11.008674341255956,10.753119396051417,11.271337323726275
High SDI,2011,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.760636316509109,10.47554497975511,11.014436758723393
High SDI,2012,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.450019233448575,10.17814797815705,10.733937104081795
High SDI,2013,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.23930479419073,9.952709762283241,10.53489301748409
High SDI,2014,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.12216787709026,9.815174862778202,10.440857882390361
High SDI,2015,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.114903441242136,9.794582380313487,10.469080966805915
High SDI,2016,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.13948786030164,9.785819310888547,10.552914889504711
High SDI,2017,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",10.020974007387855,9.626275472906547,10.451094237305943
High SDI,2018,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",9.958519129034793,9.538987271526786,10.473150076229127
High SDI,2019,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",9.847281166238139,9.358090632265927,10.418082134473153
High SDI,2020,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",9.658697438098692,9.129179131109966,10.242344276342711
High SDI,2021,15-49 years,Female,Cardiovascular diseases,"Deaths per 100,000",9.525488605980124,9.000180035802442,10.187237965779763

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from http://vizhub.healthdata.org/gbd-compare. (Accessed 9/29/2024)."
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
