Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Low-middle SDI,2002,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",3.2306776828951236,2.7529037855448557,3.761557018463158
Low-middle SDI,2003,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",3.0350999893067674,2.582046084625626,3.4832414088146333
Low-middle SDI,2004,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.9571717411671776,2.5129081688735364,3.4360883796801263
Low-middle SDI,2005,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",3.0270697455693343,2.578887114955167,3.5609088792511354
Low-middle SDI,2006,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",3.0033343276592253,2.567123332703629,3.5022200250409248
Low-middle SDI,2007,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.9172683234785612,2.5045843939683117,3.3563191942686927
Low-middle SDI,2008,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.838062897895963,2.4408130931885115,3.26824616005754
Low-middle SDI,2009,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.760375458289166,2.3687661793363066,3.2132300014902833
Low-middle SDI,2010,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.6444323674814685,2.255881790849438,3.118103470678884
Low-middle SDI,2011,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.54313119042547,2.1798680900206158,2.9793436122942145
Low-middle SDI,2012,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.431256068577889,2.06087475756636,2.847676452579673
Low-middle SDI,2013,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.3859080535222152,2.0313875878823837,2.759529654601817
Low-middle SDI,2014,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.354385076235853,2.0092687874304573,2.7316406765667525
Low-middle SDI,2015,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.362676340858216,2.020075302396975,2.7315505690609196
Low-middle SDI,2016,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.3294040664969735,1.9857234988678225,2.691953270225897
Low-middle SDI,2017,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.2342287865482082,1.8931557872898193,2.5577870021453784
Low-middle SDI,2018,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.15315303629065,1.8580958888819612,2.465355875333943
Low-middle SDI,2019,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.047368834495478,1.7789950249572133,2.34523440662632
Low-middle SDI,2020,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.9154937746837697,1.6377554984836935,2.1832005839766064
Low-middle SDI,2021,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.839335875126732,1.580832354706917,2.1244004241550174
Middle SDI,1990,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.720409848663817,2.443128348492868,3.061322232734098
Middle SDI,1991,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.662209341053315,2.4049096196876563,2.9783931563220016
Middle SDI,1992,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.641693157192565,2.4011523829947055,2.95008147153728
Middle SDI,1993,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.569050164188603,2.335334844369775,2.858847386482717
Middle SDI,1994,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.513697009191027,2.2817491452814984,2.791472467971376
Middle SDI,1995,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.492899380971808,2.26892878547406,2.7956577802276437
Middle SDI,1996,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.437745029374167,2.221682730921172,2.7148480009537708
Middle SDI,1997,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.3464951346967524,2.139560980166316,2.6110024683735316
Middle SDI,1998,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.2749963499024295,2.086871561218558,2.505668829128946
Middle SDI,1999,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.208129072549983,2.026936967477432,2.434797157633965
Middle SDI,2000,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.124190360633945,1.9564386254704638,2.3360537632106966
Middle SDI,2001,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",2.0535720710195635,1.901413900860691,2.220830552525641
Middle SDI,2002,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.966888795343431,1.8294446290171904,2.115751569016503
Middle SDI,2003,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.8739566630945268,1.7459894611966436,2.0222729086120363
Middle SDI,2004,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.809099917716404,1.6779004215226911,1.9446264939801823
Middle SDI,2005,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.8004187869586628,1.6749021197290845,1.9473419651743278
Middle SDI,2006,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.7586636711175232,1.6464451503371433,1.887107399348693
Middle SDI,2007,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.705718059518999,1.5923965548266936,1.8335498863386226
Middle SDI,2008,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.699760636060728,1.5815446982557815,1.8292742742535346
Middle SDI,2009,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.7043287629350545,1.5918681306928526,1.826273546649105
Middle SDI,2010,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.6644072197547197,1.5505091667764104,1.7864995360518445
Middle SDI,2011,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.6155967421824382,1.5023815383675996,1.7338258985007393
Middle SDI,2012,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5759730078956473,1.4646096602864849,1.6868788641555996
Middle SDI,2013,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5579987448788082,1.449846633783541,1.6638745679857359
Middle SDI,2014,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5033488667936121,1.389196238058084,1.6100641882465954
Middle SDI,2015,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.4353143769400516,1.3227830726410488,1.5495894741305447
Middle SDI,2016,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.3675342783876034,1.2607069977747112,1.4828583593598357
Middle SDI,2017,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.2832795852919017,1.1727462087123357,1.3934728581376863
Middle SDI,2018,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.2495639064126383,1.1452174439637006,1.3539703911623917
Middle SDI,2019,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.209724414484641,1.0993288488152366,1.3226091670936864
Middle SDI,2020,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.0866948054145158,0.9806980326745973,1.1943574936717354
Middle SDI,2021,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.0112170823677793,0.923959335843717,1.0994510553951722
High-middle SDI,1990,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.694442728049266,1.5201581193933886,1.8846344613468822
High-middle SDI,1991,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.6379716648050298,1.4853235562016107,1.7937820779121032
High-middle SDI,1992,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5988668958838816,1.439587379291388,1.7489132609017977
High-middle SDI,1993,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5705157434220784,1.4262460467277756,1.7120368222450444
High-middle SDI,1994,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5504139463479407,1.4176983870841362,1.6956499775313059
High-middle SDI,1995,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.5294198988140975,1.3997468726441362,1.6758246958165606
High-middle SDI,1996,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.4724657421517504,1.3598684098556069,1.6103954536496992
High-middle SDI,1997,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.4095313926468194,1.2983489915554836,1.5345268821689086
High-middle SDI,1998,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.3929816443691183,1.285498994145796,1.5203456081590494
High-middle SDI,1999,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.4034844329543128,1.302109306317054,1.5511601719392731
High-middle SDI,2000,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.315617693667182,1.2164545498897517,1.4423106237312973
High-middle SDI,2001,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.2658583984146785,1.1739452209088754,1.3685442994566004
High-middle SDI,2002,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.2203628624710379,1.1438065234881811,1.3088461554333595
High-middle SDI,2003,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.1648425671290576,1.099265235840523,1.2542852729149911
High-middle SDI,2004,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.1320712621155171,1.0647514149233779,1.2114143651638163
High-middle SDI,2005,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.0701493430243245,1.005939406519358,1.1484219287426674
High-middle SDI,2006,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.0018165342712293,0.9432502668344308,1.0701704579612796
High-middle SDI,2007,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9612809651235696,0.9052443030197798,1.0328959871573062
High-middle SDI,2008,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9814272013744842,0.9252105092308015,1.0523918127778331
High-middle SDI,2009,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.038624593972298,0.9740995873520983,1.1077782297086858
High-middle SDI,2010,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",1.0018482548317817,0.9385243363124597,1.07680976757006
High-middle SDI,2011,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9272113783536141,0.8693000903274707,0.9978673867083273
High-middle SDI,2012,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.8489342123780373,0.7962643818735907,0.915606802012755
High-middle SDI,2013,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.8092056178864744,0.7572851444094589,0.8713697086408666
High-middle SDI,2014,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7925101173219969,0.7413063665341361,0.8515024922284556
High-middle SDI,2015,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7518431033263581,0.7021755778880956,0.806309747358108
High-middle SDI,2016,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7254336827820401,0.6764998259830858,0.7789539664214512
High-middle SDI,2017,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6879260335389521,0.6414511354038155,0.7410469504426911
High-middle SDI,2018,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6429936827104942,0.5959966220525295,0.6930164959821836
High-middle SDI,2019,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6136091753048667,0.5618596757283065,0.6650205231837214
High-middle SDI,2020,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.5503177836402373,0.5002182848570113,0.604754019569103
High-middle SDI,2021,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.5255394558567515,0.4763525538036692,0.5752018100676872
High SDI,1990,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9875271697529953,0.9241123996083546,1.0469386154444096
High SDI,1991,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9702567163420664,0.9153709181123684,1.0278785898830802
High SDI,1992,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9449782840757126,0.89685408130769,0.9982819864346416
High SDI,1993,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9300319700973735,0.882211837528984,0.9775925885121132
High SDI,1994,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.9015130486193993,0.8623858052201857,0.9470048217985213
High SDI,1995,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.8601063323223413,0.8238342134092181,0.9035292620530316
High SDI,1996,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.8328825398924772,0.7996985434879916,0.8716507138706938
High SDI,1997,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7998274719359314,0.766769704527688,0.8354274631594448
High SDI,1998,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7716428467282015,0.7418480072284251,0.8032475124139219
High SDI,1999,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.748333019592568,0.7198103006562327,0.7767486952951558
High SDI,2000,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7173946094809607,0.691178666847731,0.7432904389651819
High SDI,2001,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.7086907275968315,0.6844853795988597,0.736377320470138
High SDI,2002,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6853117952804044,0.6618739530575514,0.711007482040881
High SDI,2003,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6638461938242846,0.6432474180111862,0.688671003461315
High SDI,2004,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6359811145753197,0.6166559273737633,0.6581272503912756
High SDI,2005,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6234410554859386,0.6058630115295748,0.6435952263644201
High SDI,2006,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.6005644921165121,0.5831876346605374,0.6204456578346178
High SDI,2007,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.5816504219918575,0.5649686071603702,0.5992250641076061
High SDI,2008,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.5665238526119376,0.5503320305163562,0.5835996146223551
High SDI,2009,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.5460929119958595,0.5309554252125993,0.5621104038762629
High SDI,2010,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.5114197200054862,0.49760651833365255,0.527481481375504
High SDI,2011,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.500266416021336,0.48569801835690146,0.5161302885530283
High SDI,2012,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.47335100256856216,0.4600902875614556,0.48699719612354553
High SDI,2013,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.4517329437527944,0.4388967117868522,0.4652597191388365
High SDI,2014,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.4436536575110088,0.43150485201646605,0.4568759092358748
High SDI,2015,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.4428887390752783,0.43103735737039345,0.45650491532122744
High SDI,2016,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.4140754218699773,0.40201592337074615,0.42834488153898276
High SDI,2017,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.4083834072739162,0.3969778465864993,0.4233325119437337
High SDI,2018,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.39840861575619524,0.38700239505826384,0.4124881580337084
High SDI,2019,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.4036113528045292,0.39188577312431083,0.41718493252876354
High SDI,2020,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.37161291061750484,0.3561601757289162,0.3875352866322058
High SDI,2021,5-14 years,Female,Cardiovascular diseases,"Deaths per 100,000",0.3672812327668229,0.35061969633602136,0.3829707075990222

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from http://vizhub.healthdata.org/gbd-compare. (Accessed 9/29/2024)."
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
