Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Low-middle SDI,2011,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2752.02967914012,2502.849693506471,2962.2218418851226
Low-middle SDI,2012,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2760.2422597234086,2520.3199625313223,2977.167129255303
Low-middle SDI,2013,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2804.8619817834065,2558.9096211153524,3029.042054256799
Low-middle SDI,2014,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2851.371641381057,2592.8117727578788,3059.311024491787
Low-middle SDI,2015,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2803.115025231967,2554.414125760371,3005.9702689268356
Low-middle SDI,2016,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2788.143367857889,2558.286398872367,2985.69970798623
Low-middle SDI,2017,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2783.789826130899,2558.705857825115,2984.4703614915256
Low-middle SDI,2018,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2779.041914138565,2551.5615916657507,2975.02784433218
Low-middle SDI,2019,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2760.9488772126215,2521.169462947072,2985.5516719182697
Low-middle SDI,2020,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2721.896367828706,2480.4654778903346,2938.461599738831
Low-middle SDI,2021,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2662.436422061801,2397.856288054651,2871.0838478330484
Middle SDI,1990,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3362.1342082576907,3006.232599153102,3680.6901148177285
Middle SDI,1991,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3330.0919662475776,3017.8964835072256,3648.4619952329494
Middle SDI,1992,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3335.32987157558,3023.0844983130205,3669.3116018402734
Middle SDI,1993,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3306.5516244785626,2983.6497926605016,3624.0753741057056
Middle SDI,1994,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3285.004580426868,2959.744954187288,3559.6376193375445
Middle SDI,1995,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3264.229081527296,2986.4835553969033,3518.8385807910145
Middle SDI,1996,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3217.5617895462715,2915.240848455695,3477.212586774155
Middle SDI,1997,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3133.1884806306284,2866.0210626198686,3373.0890323628187
Middle SDI,1998,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3089.689821081082,2805.335553523419,3308.642532851336
Middle SDI,1999,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3062.8884116304653,2799.382100361814,3269.4835596114003
Middle SDI,2000,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3049.174179047078,2758.6946628554538,3277.189832209102
Middle SDI,2001,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3054.456828623341,2761.787693509675,3274.081734371279
Middle SDI,2002,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3057.3948181577775,2779.7337366115553,3263.1370123352663
Middle SDI,2003,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3061.0862254301387,2779.6822153502835,3264.250203436908
Middle SDI,2004,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3061.126254579219,2794.5301511756393,3250.9146829923784
Middle SDI,2005,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3011.778013457389,2755.042752070955,3203.204625081239
Middle SDI,2006,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2880.433472560707,2624.444978727691,3043.7646110541355
Middle SDI,2007,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2833.5873152562176,2573.923130185802,3026.7678764239017
Middle SDI,2008,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2866.479133452908,2564.3101114719243,3057.4688488326387
Middle SDI,2009,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2885.6644050813184,2583.1812285038736,3083.3354778911576
Middle SDI,2010,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2892.0582051838064,2597.6137332336443,3082.7774246718964
Middle SDI,2011,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2879.422951292939,2571.561831676596,3098.4206536388137
Middle SDI,2012,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2817.1428426262587,2520.520170999489,3021.1740631218167
Middle SDI,2013,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2805.637061343293,2482.2079876186876,3026.0396485263095
Middle SDI,2014,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2781.1344952009777,2477.4937509784504,2996.1790285284433
Middle SDI,2015,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2738.9146419138515,2423.2959824921168,2970.4390689832067
Middle SDI,2016,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2725.9193507712303,2404.818846957469,2972.5167217897733
Middle SDI,2017,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2688.5373369321214,2353.9616100984063,2976.549978114406
Middle SDI,2018,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2655.430770325514,2305.1996881808864,2918.3477093860015
Middle SDI,2019,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2615.343566686769,2290.099000779608,2896.3891793562584
Middle SDI,2020,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2584.548508987739,2237.183805954463,2908.1427189382275
Middle SDI,2021,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2543.313068928771,2186.8412060293394,2848.171407250561
High-middle SDI,1990,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4476.425879119907,4102.776214096443,4710.011011050913
High-middle SDI,1991,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4453.433208478531,4079.7328368045373,4671.99589115227
High-middle SDI,1992,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4464.12850849439,4070.8244440516783,4690.838049133647
High-middle SDI,1993,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4625.716875671994,4230.311928382363,4853.564945118952
High-middle SDI,1994,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4653.619384955214,4255.291548123914,4869.875430674943
High-middle SDI,1995,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4543.718980359921,4164.577199902536,4772.649995853011
High-middle SDI,1996,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4401.1409582401075,4003.433141244176,4602.533320192459
High-middle SDI,1997,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4289.423528203269,3898.025526855904,4496.348301803443
High-middle SDI,1998,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4207.956560429723,3827.3526224272105,4413.618530998288
High-middle SDI,1999,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4243.965027236055,3915.296950187027,4453.727458371953
High-middle SDI,2000,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4215.294804306612,3845.2581776992047,4422.7544248095855
High-middle SDI,2001,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4174.451169089178,3807.997383336397,4382.88289848915
High-middle SDI,2002,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4187.688811185215,3830.6870973923255,4387.719814277923
High-middle SDI,2003,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4207.114167690051,3820.1559918812072,4423.035271626109
High-middle SDI,2004,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4105.140208945128,3740.485482622652,4308.543713999983
High-middle SDI,2005,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",4095.726927084535,3728.0540935484946,4298.3580772994455
High-middle SDI,2006,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3902.206075670691,3556.6972415965174,4094.434175896849
High-middle SDI,2007,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3809.893551136436,3445.552349400889,4018.4513045518734
High-middle SDI,2008,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3784.216380585252,3402.660076356606,3991.8837690885466
High-middle SDI,2009,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3720.8691164520164,3341.2916047981385,3929.905127852272
High-middle SDI,2010,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3709.056691648412,3320.4279349339936,3923.943427919782
High-middle SDI,2011,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3617.0794363753857,3213.858932877108,3844.80994105032
High-middle SDI,2012,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3538.325352773734,3136.2421583040873,3766.3333955596513
High-middle SDI,2013,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3497.288458538583,3092.4604039437168,3743.226707384472
High-middle SDI,2014,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3485.858388769059,3069.973717413012,3740.3342206235807
High-middle SDI,2015,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3455.359732507516,3020.034243551458,3705.24819924047
High-middle SDI,2016,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3407.4282753990306,2982.9144541296255,3672.6059568762034
High-middle SDI,2017,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3335.3690689849177,2928.168224545119,3638.41660222493
High-middle SDI,2018,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3282.78774293015,2827.8158688751037,3564.543620577172
High-middle SDI,2019,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3202.362740751647,2753.340240355451,3517.2583132321097
High-middle SDI,2020,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3142.242754904654,2663.147597623654,3490.051387654939
High-middle SDI,2021,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3087.825988532653,2629.2007138042154,3418.8231362017577
High SDI,1990,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3106.120648451952,2683.124581092719,3302.490167501493
High SDI,1991,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",3039.047547990139,2613.2583791432744,3240.743516562899
High SDI,1992,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2965.161683927422,2545.082867499201,3165.2575306857098
High SDI,1993,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2935.5657287977015,2511.3396507671496,3137.4369638976864
High SDI,1994,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2869.0599080775773,2445.024570317012,3066.831416903921
High SDI,1995,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2822.7043096555976,2407.8853537141345,3024.783871858133
High SDI,1996,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2757.211179298984,2341.771006980906,2956.2112364795007
High SDI,1997,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2690.655278226057,2279.715057723389,2886.9710765269115
High SDI,1998,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2644.045694094527,2238.259131897637,2838.647959523935
High SDI,1999,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2616.241613597247,2208.9799351123684,2817.289387647093
High SDI,2000,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2537.4780435929442,2132.436488109561,2736.8991378092214
High SDI,2001,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2485.7553409995226,2081.798102121152,2686.742816061933
High SDI,2002,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2444.3091810628866,2048.259337266868,2641.0997762985203
High SDI,2003,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2388.359470126733,1988.0910621317496,2588.913212155872
High SDI,2004,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2287.3942476776583,1898.616354920779,2485.1004186673854
High SDI,2005,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2221.948916601428,1838.5608021286164,2415.441451278674
High SDI,2006,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2148.3446349158926,1766.9624516379602,2343.3145031899303
High SDI,2007,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2094.3834895534183,1712.2528575859662,2289.679063663748
High SDI,2008,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2053.703032539704,1674.1116915493205,2247.5356652284527
High SDI,2009,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",2000.407084523844,1626.081768113707,2191.3941602898785
High SDI,2010,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1948.0230333233637,1574.6352323677618,2140.393473127031
High SDI,2011,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1913.7836792281735,1541.4265522842875,2108.489639541064
High SDI,2012,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1885.3067461059584,1509.3738010128811,2075.1872783858826
High SDI,2013,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1857.0892194347643,1487.0471135785126,2051.0301992278983
High SDI,2014,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1821.770133735544,1451.8301936383339,2013.7618976183123
High SDI,2015,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1809.2264632426175,1436.4742177706555,2002.9668562919003
High SDI,2016,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1794.2397773214852,1429.6175612738868,1986.6792209960865
High SDI,2017,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1750.7319211462143,1378.9839354260257,1947.7223812913385
High SDI,2018,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1706.0186309021233,1350.996903893202,1895.8097219135525
High SDI,2019,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1650.4019129264968,1306.3554617102589,1840.7105686740147
High SDI,2020,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1611.4023008854178,1268.6277518906904,1800.4454043170113
High SDI,2021,70+ years,Female,Cardiovascular diseases,"Deaths per 100,000",1593.5221838323466,1249.1280640956834,1777.8909531445775

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from http://vizhub.healthdata.org/gbd-compare. (Accessed 9/29/2024)."
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
