Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Low-middle SDI,1992,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",751.0781998901512,690.0786792414157,807.7850316375165
Low-middle SDI,1993,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",753.5435389007073,694.2000821917311,807.8012795051751
Low-middle SDI,1994,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",757.3675699851805,702.5116500830034,808.2146037016315
Low-middle SDI,1995,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",758.698517424592,706.2773568261539,807.6374927605824
Low-middle SDI,1996,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",761.4766904513266,711.6575213447385,814.2938343308467
Low-middle SDI,1997,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",767.7276584257298,717.4112994581083,815.387275946732
Low-middle SDI,1998,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",762.517758436648,709.9244680542537,808.722306773304
Low-middle SDI,1999,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",741.7195755191474,696.1073704664697,784.4376734612849
Low-middle SDI,2000,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",738.529192618546,691.8622497682109,778.5272032996086
Low-middle SDI,2001,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",736.2333604550688,693.8164397571829,780.7857786494311
Low-middle SDI,2002,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",730.9068418926864,686.7525750988409,769.0864087609889
Low-middle SDI,2003,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",727.301098821759,685.7861135842945,763.855898948324
Low-middle SDI,2004,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",710.1253497996552,668.246901581781,745.1731165737823
Low-middle SDI,2005,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",702.8512180879435,662.6184456172147,739.7283835407321
Low-middle SDI,2006,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",707.3126481953932,668.2312385887163,745.2778270192173
Low-middle SDI,2007,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",707.2839310597235,669.6116440559946,743.3377356605208
Low-middle SDI,2008,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",709.5803659131698,667.632989394458,743.6049498416387
Low-middle SDI,2009,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",707.8747187343519,667.7115923098507,743.8765685505768
Low-middle SDI,2010,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",711.6931078608312,670.4805955285011,746.1784955895189
Low-middle SDI,2011,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",715.107244947164,675.7736124260642,751.2498248464949
Low-middle SDI,2012,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",708.2956847805193,669.1388056204156,748.821412103819
Low-middle SDI,2013,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",687.8180765268143,652.8570342713439,727.9115340241076
Low-middle SDI,2014,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",682.3841884187641,642.6771567263471,723.8456177059985
Low-middle SDI,2015,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",689.4542134631045,650.729922001417,731.1243642628236
Low-middle SDI,2016,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",689.0452593438769,648.6573568716722,732.2911378330056
Low-middle SDI,2017,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",682.9216766895145,642.1413623043892,727.3807393775855
Low-middle SDI,2018,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",689.3662958298502,643.2917276880003,733.2482782398221
Low-middle SDI,2019,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",688.10902399266,639.2065859764961,735.199802213874
Low-middle SDI,2020,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",679.1752646673613,629.8199549330716,735.3079736201117
Low-middle SDI,2021,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",668.1661863607233,609.570676812529,726.0489109657393
Middle SDI,1990,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",670.7162769838419,610.9840697870272,743.050232436317
Middle SDI,1991,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",668.8027554912807,611.2555223701542,728.4994469935397
Middle SDI,1992,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",668.9982477644178,613.4895745873778,733.3708405151447
Middle SDI,1993,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",668.7435484447882,621.1539257965868,722.6666571782226
Middle SDI,1994,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",664.8078789793982,621.5988287559769,711.3213992858239
Middle SDI,1995,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",663.2163099799242,619.1380563398434,710.5683600388343
Middle SDI,1996,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",659.7784153058292,621.0351734036128,702.4887767117987
Middle SDI,1997,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",651.1946287227547,613.1882831783406,691.1611420135594
Middle SDI,1998,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",644.4355939641613,608.1128537587321,684.4835884016775
Middle SDI,1999,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",629.2909887043875,592.6009725998902,669.1554552730073
Middle SDI,2000,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",626.7141581948093,590.9329643562799,663.683122890201
Middle SDI,2001,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",618.1602009845765,582.0931369483283,657.8119209286232
Middle SDI,2002,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",613.0401284274343,577.8565463855481,647.6656287598272
Middle SDI,2003,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",607.224737802408,573.6123937906877,642.1280186499766
Middle SDI,2004,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",596.6353930566964,562.724589622805,631.887537250262
Middle SDI,2005,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",581.9131167231321,551.8882550745102,611.0682215205233
Middle SDI,2006,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",562.7378961821693,535.5393728285815,593.6462382575899
Middle SDI,2007,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",551.3551823466142,524.1904133303435,581.2375832063116
Middle SDI,2008,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",551.7705499718223,522.7974744957523,584.5989417570624
Middle SDI,2009,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",547.791326122145,517.8350839471997,578.4090787369946
Middle SDI,2010,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",544.5690765994678,512.8350941727819,576.7916820787916
Middle SDI,2011,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",541.4732979219385,508.4041442607475,578.8974369716988
Middle SDI,2012,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",537.1296772132522,504.7404781787286,576.1740729862668
Middle SDI,2013,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",527.9145110128112,494.0996449108219,563.7714271463749
Middle SDI,2014,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",519.7567317497821,484.4578330524716,563.7993664821503
Middle SDI,2015,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",516.8850883545806,479.0624217978598,560.2228091015423
Middle SDI,2016,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",513.2067174250199,470.13263016650484,554.6651048508771
Middle SDI,2017,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",505.34421562834035,461.459478509037,555.5892296910239
Middle SDI,2018,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",503.90241687117333,459.7978335988112,553.0844502058688
Middle SDI,2019,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",500.6048533830065,456.67734043489673,553.647718406447
Middle SDI,2020,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",498.44283869401823,446.8332928911917,549.7948897353034
Middle SDI,2021,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",494.23731849067565,448.7089167211179,550.5358921585391
High-middle SDI,1990,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",774.117077760344,727.1197689345037,825.2393595380686
High-middle SDI,1991,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",785.3813935775703,741.2705840738251,834.1505930384649
High-middle SDI,1992,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",822.8532387435903,781.6486138674635,869.0471797412325
High-middle SDI,1993,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",896.9440372423911,859.6765652156446,939.7891517181736
High-middle SDI,1994,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",942.9669843234317,908.2832644622744,981.1069458486243
High-middle SDI,1995,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",932.4324677771634,900.540737151086,969.4704167266439
High-middle SDI,1996,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",893.83407539588,862.6416144773011,928.0418475248143
High-middle SDI,1997,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",849.5583324684629,820.2625007729896,880.2129571169764
High-middle SDI,1998,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",818.1642508313863,787.7704210648375,850.47943477838
High-middle SDI,1999,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",823.7782622867024,792.3630901033117,855.0075554263261
High-middle SDI,2000,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",830.855670092142,800.120422360786,863.7197506362352
High-middle SDI,2001,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",816.5552622975305,786.4967358869636,850.811104923249
High-middle SDI,2002,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",815.5780673463564,785.5790133864838,845.0529134785878
High-middle SDI,2003,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",807.7512038027476,777.0788849731923,838.8460950672813
High-middle SDI,2004,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",789.5350300352095,760.1679164297711,820.6941479480091
High-middle SDI,2005,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",787.7852580202642,759.2520907106492,817.8778854470636
High-middle SDI,2006,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",724.4167917004428,700.2502735422453,751.686197540413
High-middle SDI,2007,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",687.0678015966512,660.3496216103277,714.992385783974
High-middle SDI,2008,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",668.7475743491046,642.221687237289,697.3590194932146
High-middle SDI,2009,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",629.8986084960412,603.1550825855086,658.9961865698369
High-middle SDI,2010,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",615.6410996068229,585.4904130638408,645.6055028118382
High-middle SDI,2011,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",587.279264305513,558.1732776133894,620.4219807480594
High-middle SDI,2012,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",574.137116832674,544.5652301511866,609.779804794718
High-middle SDI,2013,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",556.0784542287989,524.0243984268232,590.5333668720115
High-middle SDI,2014,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",544.0751155048467,513.8158514466899,580.841893222552
High-middle SDI,2015,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",533.8461811008548,500.15632523653477,574.9888334872436
High-middle SDI,2016,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",527.6041127471304,490.5863252008471,571.5448063437376
High-middle SDI,2017,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",507.3011250207066,464.2541071772448,554.440974900695
High-middle SDI,2018,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",500.86739826103474,457.68483951162403,554.6051922606933
High-middle SDI,2019,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",490.18225516758963,443.93230771633426,546.0332037248442
High-middle SDI,2020,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",477.08638727509896,428.93503828985325,531.2829168681759
High-middle SDI,2021,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",464.6080847967671,413.2790847400857,524.6411314907871
High SDI,1990,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",567.6257397485468,558.1688094200234,574.9572775614831
High SDI,1991,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",552.4310725831084,543.6916039511556,559.7677305010762
High SDI,1992,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",533.248328771544,524.4079143261768,539.8746043083187
High SDI,1993,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",520.7784227725091,512.737893981148,527.2045207635157
High SDI,1994,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",503.9144529626812,496.0426295923011,510.4215635199102
High SDI,1995,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",491.7317110352088,483.6874764358655,497.6998508369138
High SDI,1996,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",470.95790995331083,463.74286209229547,476.84987623520266
High SDI,1997,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",448.13895068513455,441.02003668082585,453.13947870720466
High SDI,1998,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",427.6126950360714,420.99713362280676,432.5311776031442
High SDI,1999,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",410.04470101031745,403.41125080031475,415.0196500973245
High SDI,2000,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",387.4507472041653,380.8654131930973,392.60340545298436
High SDI,2001,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",371.12632810812045,364.66230583217975,376.60282490375874
High SDI,2002,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",358.07755940169955,351.58137470894206,362.59662600789625
High SDI,2003,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",347.1586409983575,341.29500323138797,351.74129406528124
High SDI,2004,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",331.8315304145622,325.40497154260623,336.6361865008308
High SDI,2005,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",322.91894253472486,317.09085751543984,326.7208631496463
High SDI,2006,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",312.5573505985958,306.3929602752551,316.5657274119323
High SDI,2007,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",303.0594903348272,297.17574832970575,307.5633257519206
High SDI,2008,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",294.18724721287793,288.22062900336397,298.41412656980464
High SDI,2009,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",286.05929435230956,280.53344178323283,290.3762487145364
High SDI,2010,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",278.61958866345793,273.2825804836753,283.080326793311
High SDI,2011,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",273.60759140275826,268.07641713564794,277.99989382157355
High SDI,2012,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",268.9985203616968,263.4262953660917,273.43700789022876
High SDI,2013,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",265.25393553897044,259.9140420739731,269.7718113225811
High SDI,2014,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",259.91425842247673,254.00420902137012,265.5529672386824
High SDI,2015,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",259.7775186478158,253.97206323981752,264.59065509064703
High SDI,2016,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",260.9652226980618,255.0329238945584,266.63237661895454
High SDI,2017,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",258.43017128856854,252.02143622612283,264.26218008859195
High SDI,2018,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",256.51519628744956,250.16188507628692,263.06802173512256
High SDI,2019,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",253.06840017782824,246.16194594461612,259.5264638506357
High SDI,2020,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",246.2452473445271,238.77482968582575,253.48218131510438
High SDI,2021,50-69 years,Male,Cardiovascular diseases,"Deaths per 100,000",244.81970116538963,236.94475578096512,252.89235612918097

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2021. Seattle, WA: IHME, University of Washington, 2023. Available from http://vizhub.healthdata.org/gbd-compare. (Accessed 9/29/2024)."
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
